,screen_name,followers,friends,description,tweets
457,iamzero,307,346,Schaker (2350+). Verder niet zo'n zwart-witdenker. Wel voor de rood-witten. Uit Rotterdam.,5650
458,BramBilars,239,920,"Gescheiden, open minded, F1 fan, AZ, luchtvaartfotografie vader van 👱‍♀️👱‍♀️👱‍♀️, sarcasme, humor, zelfspot, zeker niet perfect, heel direct met een klein ❤️",2546
459,cyclingfan59,1430,1429,History | Cycling | Tennis | Conservative | StandWithIsrael | Anti-Islam | Anti-EU | ♥Rotterdam | Single dad,48576
460,Spetters599,4989,1914,#TrotseHollandse in hart en nieren! Zwarte Piet moet blijven. Negerzoenen en jodenkoeken trouwens ook.,125055
461,iamzero,307,346,Schaker (2350+). Verder niet zo'n zwart-witdenker. Wel voor de rood-witten. Uit Rotterdam.,5650
462,annietenw,429,443,,19456
463,yolandaelizabet,2296,2311,"Writer, designer, teacher, lecturer, LCHF, HIIT, translator and interpretor, genetics, population genetics, “professor” in common sense and logical thinking",36056
464,JALA1960,887,800,"i will not be commanded
i will not be controlled
(greg holden. lost boy) son of rythem brother of blues live free or die",48322
465,iamzero,307,346,Schaker (2350+). Verder niet zo'n zwart-witdenker. Wel voor de rood-witten. Uit Rotterdam.,5650
466,Maurice69123743,24,29,"Als primitieve angsten aangesproken worden, verlaat de redelijkheid ons. Bij de zwaksten het eerst.",1097
467,macflagstaff,541,630,"Voor vrijheid en democratie, dus tegen NWO, Islam en EU. 
Amerika gaat ons WEER bevrijden! Let maar op!

Parler: @Flagstaffmac / #JensenShow https://t.co/qSA2TV0oeJ",16765
468,ReaList74142790,326,329,Allergic to BS,7000
469,iamzero,307,346,Schaker (2350+). Verder niet zo'n zwart-witdenker. Wel voor de rood-witten. Uit Rotterdam.,5650
470,ReaList74142790,326,329,Allergic to BS,7000
471,SchumanPatrick,1385,2647,,11884
472,RobertH35481414,304,276,after Q       V is coming,6332
473,faberj4,253,216,"Gissen is missen, meten is weten 
#NoConsentCovidRegulations
#NoConsentWEF
#NoConsent5G
#NoConsentPCRtesting
#NoConsentCoronaVaccin",8067
474,SchBart,60,109,"The point is not to ""STAY SAfE"". The point is to STAY HUMAN",2135
475,viruswaarheid,3269,109,"@viruswaanzin gaat verder als @viruswaarheid
Liefde en Waarheid
Contact: https://t.co/DrqnNCDQoe",2230
476,JHytie,307,438,"#Trump2020,  Putin-fan, #PVV,  #FVD,  pro Israel,  #Nexit.",17416
477,ManfredFranken,201,672,Zeker niet links en niet extreem rechts MAAR wel extreem Rechtvaardig+Objectief  Elke dag Goede daad verrichten Mantelzorger was 11 j Manager Neckermann reizen,2748
478,Deslechtsteniet,225,664,Drentse Gelderlander met snufje Mokum. Kinderloos. Zeurt graag over nietwiets. Probeert mooie dingen te maken en blogt ook wel eens.,3778
479,viruswahnsinn,15,36,"fur Wahrheit, gegen Wahnsinn der Coronamaßnahmen",264
480,AnjaMekenkamp,891,504,Geboren op 7 Januari 1970 in IJmuiden. Weduwe van Carlo Mekenkamp. Drie kinderen.,215585
481,urk169,856,1288,voor een ongezouten mening,19659
482,truusjegrover,158,424,"Hé ain’t heavy , he’s my br⭕️ther. ...💪🏼#wezijnjulliespuugzat 👊🏼",11041
483,DanielMarcuz,205,225,Dit account heeft gewijzigde openingstijden |Allergisch voor 😷fundementalisten| doet liever aan Twinder😉 |Tegen “Ze Kreet Riezet”,9228
484,PossiblyWim,174,259,"Same account on Parler, just in case 😇😉.  Allergic to TDS and other biased gibberish. Realize: LIFE IS A HOAX",23202
485,Nelliejs501,374,422,,121329
486,Leviath29846145,1060,1118,"Stop NWO Globalisten = einde vrijheden.
Stop Soros, Rothschild, Rockefeller, Gates. Exit EU, WHO, VN en de verdragen Straatsburg en Marrakesh!
🥋🙏💓",60100
487,waketfup5,7,26,Freedom,19
488,Nelliejs501,374,422,,121329
489,faberj4,253,216,"Gissen is missen, meten is weten 
#NoConsentCovidRegulations
#NoConsentWEF
#NoConsent5G
#NoConsentPCRtesting
#NoConsentCoronaVaccin",8067
490,SpiritAll2,50,75,"Een uitgesproken mening over politiek Den Haag. Tegen onrecht, kapitalisme. Voor eerlijke verkiezingen en pro Trump 🇺🇸",292
491,Andre1788,492,806,quis custodiet ipsos custodes?,12385
492,Kirsten_Andeweg,345,458,Freelance Marketing / Internet Project Manager,1633
493,NancyBastiaans,1243,2576,"Was 6 jaar 👩‍⚕️ , 20 jaar arbeidsjurist👨‍⚖️ / HR-beleid en NU ✍️ van actiethrillers. #ikdoewelmee",10528
494,sjaanie123,57,112,#teamthierry #hollandfortrump lid ongehoord! lid fvd trouwe fan van https://t.co/oaLnZYGkIj. patriot in hart en nieren!,662
495,boris5150,27,368,,3753
496,C68001811,560,759,"Kom op voor gezondere wereld,  zonder onderdrukking",29948
497,NancyBastiaans,1243,2576,"Was 6 jaar 👩‍⚕️ , 20 jaar arbeidsjurist👨‍⚖️ / HR-beleid en NU ✍️ van actiethrillers. #ikdoewelmee",10528
498,har36161137,115,119,Uhmmm,15689
499,NancyBastiaans,1243,2576,"Was 6 jaar 👩‍⚕️ , 20 jaar arbeidsjurist👨‍⚖️ / HR-beleid en NU ✍️ van actiethrillers. #ikdoewelmee",10528
500,SendItTo,44,31,"Ik heb een eigen mening, reageer af toe. Lees veel, tweet & retweet alleen wat opvallend is. Neem niks aan als waaheid, doe zélf onderzoek. 2020 is KUT.",1971
501,NancyBastiaans,1243,2576,"Was 6 jaar 👩‍⚕️ , 20 jaar arbeidsjurist👨‍⚖️ / HR-beleid en NU ✍️ van actiethrillers. #ikdoewelmee",10528
502,PeterStuifzand,153,1362,,11001
503,hanszuidinga,1256,2692,"Geweld is nonconstructief.
#VerenigdRechtsNL",67883
504,Vliegenmepper2,66,218,"Mept graag op politieke strontvliegen, (uitzuig)muggen, politiek correcte vliegen, klimaatlibellen, en alles wat verder irritant zoemt, bijt en steekt.",1308
505,AnthonySc6,2769,4998,"Its your mind that creates this world. Its a shame when 1in7 children grow up in poverty n 2ndRichest country,why are thousands kids dying unnecessary everyDay?",178474
506,robertpijkeren,1614,928,Pijkeren,13994
507,ajaxfriend,1086,656,Ajaxfriend vak 428..,30942
508,Reasonableskep2,14,84,Show me the evidence. Ban the Covid-fear,374
509,biancaprins1971,9,59,Question everything,33
510,Dirku51,85,118,,9678
511,Irisbloesems,96,120,"Dierenvriendin.🤍         

                              ▫️ ▫️The world is turned out crazy▫️▫️",1405
512,Hans_Besemans,1029,1551,"Vijand van hypocrisie. De galg voor corrupte politici. Onderwijs gericht op de toekomst. Op naar een directe democratie! Ruw en ongecensureerd! Доверяй, но пров",34960
513,viruswaarheid,3269,109,"@viruswaanzin gaat verder als @viruswaarheid
Liefde en Waarheid
Contact: https://t.co/DrqnNCDQoe",2230
514,CarolineVonhoff,1660,1503,"Vrijheid is eigenaar zijn van jezelf en alles wat je maakt en hebt. Niet meer, niet minder, maar voor collectivisten nog te veel.",23050
515,Tristan_JF,95,597,,2937
516,marc25662,1146,1142,"(ex) Mantelzorger/caregiver24/7 broer met 25 jaar Huntington, realist, tuin, wijn maken, passief wonen, restafval is hier niet, volgen=accepteren toch! +/-",53266
517,NancyBastiaans,1243,2576,"Was 6 jaar 👩‍⚕️ , 20 jaar arbeidsjurist👨‍⚖️ / HR-beleid en NU ✍️ van actiethrillers. #ikdoewelmee",10528
518,RyanDaman7,49,69,"Will defend my country and people with pride.
May God have mercy for my enemies because I won't.
#ALLLIVESMATTER #IKDOENIETMEERMEE",2145
519,a_caspel,89,163,Teacher Arts & Crafts,3018
520,ariedekreij,79,271,❤️😷Nooit wat gedaan en nergens goed in. vraagt wel om afstand houden. gezond blijven is elke dag mijn feestje. Wijzen naar WW2 doodt elke discussie 55 milj m,10976
521,HB19621,27,88,,612
522,RudolfH13535316,978,1017,#ChildLivesMatter TRUMP !2020 Gezond verstand ! #saneerdeNPO  COVID19  IS EEN LEUGEN . NEE TEGEN VACCIN #laatjeniettesten,52116
523,hbok1959,415,291,Sport Politiek & Overheid Nieuws Kranten & Tijdschriften en PVV.,108711
524,takepartsocius,5056,4994,"hobbies kunst en filosofie, inkscapist",104132
525,kubiak_stefan,140,279,,1391
526,MirjamJee,50,94,,833
527,chris_g1964,171,311,"Trotse opa, veteraan en levensgenieter. Als realist krijg ik uitslag van het nieuws via de MSM. Dus volg ik de onafhankelijke geesten op twitter. Feyenoord!",3308
528,Ikke77501103,137,305,,9339
529,LindaNeutraal,739,426,"Onorthodoxe denker
Zwevende kiezer
Onder de oppervlakte is iedereen blank.
#woordkunstenaar uiteraard.",22375
530,KoenVogt,140,250,"IJsmaker, huisman, passieve sportfanaat, muziekliefhebber, scrabbleking, levensgenieter. Sinds vertrek HN weer seizoenkaart.",1064
531,faberj4,253,216,"Gissen is missen, meten is weten 
#NoConsentCovidRegulations
#NoConsentWEF
#NoConsent5G
#NoConsentPCRtesting
#NoConsentCoronaVaccin",8067
532,JohnnyBG19,2899,3067,"Alle Auteursrechten op mijn foto's, gedichten, en overige werken, voorbehouden.",85019
533,mysteccs,962,297,"Learn their symbols https://t.co/EdvBEYeFUZ

I identify as a foreign diplomat with full diplomatic immunity",14531
534,pina2345,721,431,,37409
535,pufpufpafpaf,5613,6151,"Those People who are crazy enough to think they can change The World , are the people who make the change.",130761
536,pina2345,721,431,,37409
537,truusjegrover,158,424,"Hé ain’t heavy , he’s my br⭕️ther. ...💪🏼#wezijnjulliespuugzat 👊🏼",11041
538,RudolfH13535316,978,1017,#ChildLivesMatter TRUMP !2020 Gezond verstand ! #saneerdeNPO  COVID19  IS EEN LEUGEN . NEE TEGEN VACCIN #laatjeniettesten,52116
539,Solana1983,2641,934,"Vrijheid blijheid, nature lover, rebel 4 life✊🏻",14922
540,edkloosterhuis,1354,770,"Co2 is GEEN bron klimaatverandering; CFD trading
Wat GIJ niet wilt dat U geschiedt, dat doet U ook een ander niet.
Ex ZZP Consultant Beleggingsadm&ICT",156165
541,hitbit2005,257,704,"Wat een gemier. Ben niet Wit maar Rood. Vrijheid, Stop the Lockdown. Bah weer een bacterie lapje!🚜 🇳🇱🇺🇲😸",2643
542,tannekede,23,115,"wereldverbeteraarster, waarheidszoekster, kritisch, hoogblond, maar niet blont 😋, beetje links van het midden?",523
543,viruswaarheid,3269,109,"@viruswaanzin gaat verder als @viruswaarheid
Liefde en Waarheid
Contact: https://t.co/DrqnNCDQoe",2230
544,viruswaarheid,3269,109,"@viruswaanzin gaat verder als @viruswaarheid
Liefde en Waarheid
Contact: https://t.co/DrqnNCDQoe",2230
545,LaRoussa1,51,69,Teacher,2446
546,guillermoviss,96,48,,5210
547,Enola02411523,15,40,,273
548,NancyBastiaans,1243,2576,"Was 6 jaar 👩‍⚕️ , 20 jaar arbeidsjurist👨‍⚖️ / HR-beleid en NU ✍️ van actiethrillers. #ikdoewelmee",10528
549,deDenker2,26,116,"Pro handen schudden,
Anti bekluier,
Verbaasd over naïviteit van de medemens! 
R van het midden,
Anti covid-1984 maatregelingen,
Kritisch,
41020 supporter",271
550,jorispinter3,21,16,Drie glazen melk is goed voor elk... (?),436
551,viruswaarheid,3269,109,"@viruswaanzin gaat verder als @viruswaarheid
Liefde en Waarheid
Contact: https://t.co/DrqnNCDQoe",2230
552,huismeester__,73,40,,1852
553,Miesjel68,96,52,,6192
554,KevinR4v,566,1408,"Physics, Science, Bitcoin & Lightning Network, 😁 PGP: 2536 F69E 9C37 2566 2B6C 146B DCF1 7F7A 0127 2020",3422
555,viruswaarheid,3269,109,"@viruswaanzin gaat verder als @viruswaarheid
Liefde en Waarheid
Contact: https://t.co/DrqnNCDQoe",2230
556,viruswaarheid,3269,109,"@viruswaanzin gaat verder als @viruswaarheid
Liefde en Waarheid
Contact: https://t.co/DrqnNCDQoe",2230
557,RobertH35481414,304,276,after Q       V is coming,6332
558,Diederi06302493,5,20,,318
559,teresaevans25,1154,696,"“All my needs and desires are fulfilled even before I realise what they are, which will always be for my greatest good and the most beneficial good of all.”",22555
560,elliottwavesNL,419,46,"👨‍💼Mark Steert - 📈Beursanalist - 🌊Elliott Wave Methode -🔍AEX, DAX, Wall Street, Euro, Olie, Goud, Zilver, Bitcoin - 👉https://t.co/Pj7g3beFQn",1188
561,Kirsten_Andeweg,345,458,Freelance Marketing / Internet Project Manager,1633
562,viruswahnsinn,15,36,"fur Wahrheit, gegen Wahnsinn der Coronamaßnahmen",264
563,viruswaarheid,3269,109,"@viruswaanzin gaat verder als @viruswaarheid
Liefde en Waarheid
Contact: https://t.co/DrqnNCDQoe",2230
564,NicoleFernwood,258,567,,386
565,viruswaarheid,3269,109,"@viruswaanzin gaat verder als @viruswaarheid
Liefde en Waarheid
Contact: https://t.co/DrqnNCDQoe",2230
566,viruswahnsinn,15,36,"fur Wahrheit, gegen Wahnsinn der Coronamaßnahmen",264
567,Bart45347914,263,781,Ik sta voor de waarheid,7689
568,Shadowfax2u,292,116,,64865
569,Miesjel68,96,52,,6192
570,RijsbergenThijs,2,22,"Ik ben Christen, ik heb autisme, ik sta achter Israël en ik wil terug naar de eerste Christelijke gemeente. De hele Bijbel, is God's Woord!",130
571,SuperTjima,63,119,R.I.P. Democracy.,956
572,058stad,56,317,,6523
573,EvaQuaeck,243,712,,31394
574,ManoelServal,150,352,reality beats fantasy,40225
575,evasurga,14415,11951,"I am Grand Master of the Society of the Cat People Founded 886 CS, LV Cat Queen and Heiress to Thema: the Magicalbum • evasurga articles ► #ClarifyingCatsociety",238512
576,RalphSchipper2,3,12,,31
577,viruswahnsinn,15,36,"fur Wahrheit, gegen Wahnsinn der Coronamaßnahmen",264
578,Justme98024372,163,163,Fake/Troll account & List = Block,3836
579,Justme98024372,163,163,Fake/Troll account & List = Block,3836
580,marcbeckmann,14,52,,94
581,CarolineVonhoff,1660,1503,"Vrijheid is eigenaar zijn van jezelf en alles wat je maakt en hebt. Niet meer, niet minder, maar voor collectivisten nog te veel.",23050
582,MrK00001,599,776,"Left of Stalin & Marx, anti-globalisation, anti-industrial agriculture, anti-colonial, for a democratic world. Real democracy is the most revolutionary system.",51881
583,Zeepertje,1686,413,VvMU/✠/Goyim/Kafirن/God/Guns/UltraRechts https://t.co/tXaoe51bmw Armageddon has arrived. Check Agenda 2030 /21. Rev.13:16-18. Kwaad regeert! (ook https://t.co/xOXURXmksx,117363
584,Dirku51,85,118,,9678
585,AnjaMekenkamp,891,504,Geboren op 7 Januari 1970 in IJmuiden. Weduwe van Carlo Mekenkamp. Drie kinderen.,215585
586,_hoek,613,1025,,4576
587,AnjaMekenkamp,891,504,Geboren op 7 Januari 1970 in IJmuiden. Weduwe van Carlo Mekenkamp. Drie kinderen.,215585
588,MediaservicesEU,3777,4084,"Politiek Webforum: Blanke Prof mr dr Zondervan. Belépō szakértõ, Voeling met de burger. Slotje = Doei",87794
589,EedeMarielle,39,30,onafhankelijk denker,567
590,oakentersagain,2361,402,"Politics, judicial real laws. Exit EU, tweets op basis v Art. 7 gw. Vermeend 'racist.'
By killing free speech the government sees itself, 'in war with you'💥😎",71863
591,AnjaMekenkamp,891,504,Geboren op 7 Januari 1970 in IJmuiden. Weduwe van Carlo Mekenkamp. Drie kinderen.,215585
592,AnjaMekenkamp,891,504,Geboren op 7 Januari 1970 in IJmuiden. Weduwe van Carlo Mekenkamp. Drie kinderen.,215585
593,TonkieZwaan,5,39,,106
594,COVID_leugens,44,123,,1782
595,Miesjel68,96,52,,6192
596,Miesjel68,96,52,,6192
597,truusjegrover,158,424,"Hé ain’t heavy , he’s my br⭕️ther. ...💪🏼#wezijnjulliespuugzat 👊🏼",11041
598,RobertH35481414,304,276,after Q       V is coming,6332
599,karlvhilst,815,971,"Alternative guy in many ways... Love e-cars, nature, people, etc.",37542
600,karlvhilst,815,971,"Alternative guy in many ways... Love e-cars, nature, people, etc.",37542
601,DGNeree,2288,3096,Sinds ik geen TV meer kijk of kranten lees zit er een hoop minder rotzooi in mijn hoofd.,89657
602,Rising_Seraphim,477,223,Κύριε Ιησού Χριστέ Ελέησον Ημάς,13316
603,karlvhilst,815,971,"Alternative guy in many ways... Love e-cars, nature, people, etc.",37542
604,DGNeree,2288,3096,Sinds ik geen TV meer kijk of kranten lees zit er een hoop minder rotzooi in mijn hoofd.,89657
605,quovadisweblog,1666,891,"Blind belief in authority is the greatest enemy of truth (Albert Einstein) - 
Lawyer, writer, photographer & unpaid influencer",26401
606,DGNeree,2288,3096,Sinds ik geen TV meer kijk of kranten lees zit er een hoop minder rotzooi in mijn hoofd.,89657
607,LydiaPoelgeest,52,107,mondkapjes=schijnveiligheid,614
608,Antje_Kingma,1610,666,"boerend met zoogkoeien, gasten & natuur @Boerhoes, initiatiefnemer Duurzaam @Hoonhorst, @teamagroNL. Wordt blij van mensen, landleven & duurzame zaken.",78615
609,viruswaarheid,3269,109,"@viruswaanzin gaat verder als @viruswaarheid
Liefde en Waarheid
Contact: https://t.co/DrqnNCDQoe",2230
610,Dirku51,85,118,,9678
611,Skelm49,180,476,"Interest: animals, politics, wildlife.
profession: SRN nurse, animal carer.",978
612,brink_roy,10,81,,228
613,Hans_Besemans,1029,1551,"Vijand van hypocrisie. De galg voor corrupte politici. Onderwijs gericht op de toekomst. Op naar een directe democratie! Ruw en ongecensureerd! Доверяй, но пров",34960
614,viruswahnsinn,15,36,"fur Wahrheit, gegen Wahnsinn der Coronamaßnahmen",264
615,viruswaarheid,3269,109,"@viruswaanzin gaat verder als @viruswaarheid
Liefde en Waarheid
Contact: https://t.co/DrqnNCDQoe",2230
616,Peer80779195,2,22,,290
617,AnjaMekenkamp,891,504,Geboren op 7 Januari 1970 in IJmuiden. Weduwe van Carlo Mekenkamp. Drie kinderen.,215585
618,CarolineVonhoff,1660,1503,"Vrijheid is eigenaar zijn van jezelf en alles wat je maakt en hebt. Niet meer, niet minder, maar voor collectivisten nog te veel.",23050
619,Nol722,151,135,,19239
620,Dapperedodo2,864,1009,Nooit gedacht actief te worden op social media. Maar op de valreep heb ik behoefte aan wat vrijheid van meningsuiting.,54494
621,COVID_leugens,44,123,,1782
622,Nol722,151,135,,19239
623,AnjaMekenkamp,891,504,Geboren op 7 Januari 1970 in IJmuiden. Weduwe van Carlo Mekenkamp. Drie kinderen.,215585
624,Nol722,151,135,,19239
625,Maasmans,15,69,,421
626,Rising_Seraphim,477,223,Κύριε Ιησού Χριστέ Ελέησον Ημάς,13316
627,igorcongedo74,125,271,,5441
628,macflagstaff,541,630,"Voor vrijheid en democratie, dus tegen NWO, Islam en EU. 
Amerika gaat ons WEER bevrijden! Let maar op!

Parler: @Flagstaffmac / #JensenShow https://t.co/qSA2TV0oeJ",16765
629,SpunkyStrings,1035,96,🐛 Stavroula Krallis 🦋 Mother | Trainer | Founder | Disrespect = Block,5998
630,Rising_Seraphim,477,223,Κύριε Ιησού Χριστέ Ελέησον Ημάς,13316
631,AnjaMekenkamp,891,504,Geboren op 7 Januari 1970 in IJmuiden. Weduwe van Carlo Mekenkamp. Drie kinderen.,215585
632,biest_van,135,294,"mother, grandmother awake 💫 🇧🇪",3550
633,Rising_Seraphim,477,223,Κύριε Ιησού Χριστέ Ελέησον Ημάς,13316
634,camp00448012,50,258,"Belgian, Covid19 is a scam. Corrupt plandemic EU bureaucrats and politicians have a limited  time only to cancel all Corona measures immediately.",881
635,WilkoHuiden,86,346,"Tabletennis,
Software license manager",647
636,CarolineVonhoff,1660,1503,"Vrijheid is eigenaar zijn van jezelf en alles wat je maakt en hebt. Niet meer, niet minder, maar voor collectivisten nog te veel.",23050
637,viruswaarheid,3269,109,"@viruswaanzin gaat verder als @viruswaarheid
Liefde en Waarheid
Contact: https://t.co/DrqnNCDQoe",2230
638,viruswaarheid,3269,109,"@viruswaanzin gaat verder als @viruswaarheid
Liefde en Waarheid
Contact: https://t.co/DrqnNCDQoe",2230
639,ThomasVekemans,202,542,Vlaams🇧🇪 pro Trump🇺🇸 anti-globalists❌ #nietmijnregering,6031
640,foxpowerbase,629,214,"MD, PhD, Dermatologist, Dad of 3, Lifter since 1990, Writer ""Flexibel Dieet en Krachttraining"" 2019, YouTuber since 2018 as The Lifting Dermatologist",1958
641,MrK00001,599,776,"Left of Stalin & Marx, anti-globalisation, anti-industrial agriculture, anti-colonial, for a democratic world. Real democracy is the most revolutionary system.",51881
642,Jabbor5,206,341,ALL LIVES MATTER !!!,38442
643,cabriolien,1444,2132,"❤ Algarve Portugal
❤ mijn (klein)kinderen
❤ common sense
❤ F1 🏎🏎
      ex Tukker,nu Achterhoeker..🤪",25300
644,dvwblog,450,1895,"Kritisch over misbruik (milieu)wetenschap, EU, MSM. Skepsis en humor zijn deugden. Gulzig onderzoeker, (zee)zeiler, blogger en nog e.e.a.",5045
645,Nelliejs501,374,422,,121330
646,AnjaMekenkamp,891,504,Geboren op 7 Januari 1970 in IJmuiden. Weduwe van Carlo Mekenkamp. Drie kinderen.,215585
647,ArdPoelman,16,109,,7
648,Nelliejs501,374,422,,121330
649,dvwblog,450,1895,"Kritisch over misbruik (milieu)wetenschap, EU, MSM. Skepsis en humor zijn deugden. Gulzig onderzoeker, (zee)zeiler, blogger en nog e.e.a.",5045
650,AnjaMekenkamp,891,504,Geboren op 7 Januari 1970 in IJmuiden. Weduwe van Carlo Mekenkamp. Drie kinderen.,215585
651,AnjaMekenkamp,891,504,Geboren op 7 Januari 1970 in IJmuiden. Weduwe van Carlo Mekenkamp. Drie kinderen.,215585
652,AnjaMekenkamp,891,504,Geboren op 7 Januari 1970 in IJmuiden. Weduwe van Carlo Mekenkamp. Drie kinderen.,215585
653,AnjaMekenkamp,891,504,Geboren op 7 Januari 1970 in IJmuiden. Weduwe van Carlo Mekenkamp. Drie kinderen.,215585
654,fortoranjenieuw,144,128,FortOranjeNieuws is een nieuwsservice gericht op kritische waarheidsvinding in de berichtgeving over avonturen op Camping Fort Oranje. Speaking Truth to Power.,4271
655,Nelliejs501,374,422,,121330
656,AnjaMekenkamp,891,504,Geboren op 7 Januari 1970 in IJmuiden. Weduwe van Carlo Mekenkamp. Drie kinderen.,215585
657,PeterStuifzand,153,1362,,11001
658,AnjaMekenkamp,891,504,Geboren op 7 Januari 1970 in IJmuiden. Weduwe van Carlo Mekenkamp. Drie kinderen.,215585
659,AnjaMekenkamp,891,504,Geboren op 7 Januari 1970 in IJmuiden. Weduwe van Carlo Mekenkamp. Drie kinderen.,215585
660,AnjaMekenkamp,891,504,Geboren op 7 Januari 1970 in IJmuiden. Weduwe van Carlo Mekenkamp. Drie kinderen.,215585
661,AnjaMekenkamp,891,504,Geboren op 7 Januari 1970 in IJmuiden. Weduwe van Carlo Mekenkamp. Drie kinderen.,215585
662,AnjaMekenkamp,891,504,Geboren op 7 Januari 1970 in IJmuiden. Weduwe van Carlo Mekenkamp. Drie kinderen.,215585
663,AnjaMekenkamp,891,504,Geboren op 7 Januari 1970 in IJmuiden. Weduwe van Carlo Mekenkamp. Drie kinderen.,215585
664,DickKraaij,2261,1974,"Christian neorealo | Morality prevails legality, veritas liberat, frappe toujours | Speelt de man want Het Is Mensenwerk | Wakker, niet woke dus: *witte racist*",210837
665,Nelliejs501,374,422,,121330
666,Nelliejs501,374,422,,121330
667,MassageUithoorn,253,442,luisterend oor Zonder vooroordeel│het NU,2855
668,CarolineVonhoff,1660,1503,"Vrijheid is eigenaar zijn van jezelf en alles wat je maakt en hebt. Niet meer, niet minder, maar voor collectivisten nog te veel.",23050
669,2deKamerFVD,8352,6999,Ondersteunend account voor gezond rechtse mensen! Tweets worden verzorgd door ons media-team. Vriend van Dr Gert Jan Mulder en @2dekamerpvv #TeamThierry,30596
670,CarolineVonhoff,1660,1503,"Vrijheid is eigenaar zijn van jezelf en alles wat je maakt en hebt. Niet meer, niet minder, maar voor collectivisten nog te veel.",23050
671,2deKamerFVD,8352,6999,Ondersteunend account voor gezond rechtse mensen! Tweets worden verzorgd door ons media-team. Vriend van Dr Gert Jan Mulder en @2dekamerpvv #TeamThierry,30596
672,CarolineVonhoff,1660,1503,"Vrijheid is eigenaar zijn van jezelf en alles wat je maakt en hebt. Niet meer, niet minder, maar voor collectivisten nog te veel.",23050
673,dexte09554562,11,24,,2023
674,PeterStuifzand,153,1362,,11001
675,quovadisweblog,1666,891,"Blind belief in authority is the greatest enemy of truth (Albert Einstein) - 
Lawyer, writer, photographer & unpaid influencer",26401
676,Mehdiordusu10,7,37,Ya Muhammed ya mehdi,303
677,2deKamerFVD,8352,6999,Ondersteunend account voor gezond rechtse mensen! Tweets worden verzorgd door ons media-team. Vriend van Dr Gert Jan Mulder en @2dekamerpvv #TeamThierry,30596
678,dexte09554562,11,24,,2023
679,2deKamerFVD,8352,6999,Ondersteunend account voor gezond rechtse mensen! Tweets worden verzorgd door ons media-team. Vriend van Dr Gert Jan Mulder en @2dekamerpvv #TeamThierry,30596
680,CarolineVonhoff,1660,1503,"Vrijheid is eigenaar zijn van jezelf en alles wat je maakt en hebt. Niet meer, niet minder, maar voor collectivisten nog te veel.",23050
681,meer_irma,2138,633,"Relax, nothing is under control. EU, bedrijf met naziroots, gevaarlijk voor elke inwoner van de lidstaten, NEXIT. Censuur, de doodsteek voor alles. Libertarisme",30225
682,2deKamerFVD,8352,6999,Ondersteunend account voor gezond rechtse mensen! Tweets worden verzorgd door ons media-team. Vriend van Dr Gert Jan Mulder en @2dekamerpvv #TeamThierry,30596
683,CarolineVonhoff,1660,1503,"Vrijheid is eigenaar zijn van jezelf en alles wat je maakt en hebt. Niet meer, niet minder, maar voor collectivisten nog te veel.",23050
684,2deKamerFVD,8352,6999,Ondersteunend account voor gezond rechtse mensen! Tweets worden verzorgd door ons media-team. Vriend van Dr Gert Jan Mulder en @2dekamerpvv #TeamThierry,30596
685,2deKamerFVD,8352,6999,Ondersteunend account voor gezond rechtse mensen! Tweets worden verzorgd door ons media-team. Vriend van Dr Gert Jan Mulder en @2dekamerpvv #TeamThierry,30596
686,2deKamerFVD,8352,6999,Ondersteunend account voor gezond rechtse mensen! Tweets worden verzorgd door ons media-team. Vriend van Dr Gert Jan Mulder en @2dekamerpvv #TeamThierry,30596
687,DGNeree,2288,3096,Sinds ik geen TV meer kijk of kranten lees zit er een hoop minder rotzooi in mijn hoofd.,89657
688,DGNeree,2288,3096,Sinds ik geen TV meer kijk of kranten lees zit er een hoop minder rotzooi in mijn hoofd.,89657
689,AnjaMekenkamp,891,504,Geboren op 7 Januari 1970 in IJmuiden. Weduwe van Carlo Mekenkamp. Drie kinderen.,215585
690,DGNeree,2288,3096,Sinds ik geen TV meer kijk of kranten lees zit er een hoop minder rotzooi in mijn hoofd.,89657
691,DGNeree,2288,3096,Sinds ik geen TV meer kijk of kranten lees zit er een hoop minder rotzooi in mijn hoofd.,89657
692,CarolineVonhoff,1660,1503,"Vrijheid is eigenaar zijn van jezelf en alles wat je maakt en hebt. Niet meer, niet minder, maar voor collectivisten nog te veel.",23050
693,DGNeree,2288,3096,Sinds ik geen TV meer kijk of kranten lees zit er een hoop minder rotzooi in mijn hoofd.,89657
694,DGNeree,2288,3096,Sinds ik geen TV meer kijk of kranten lees zit er een hoop minder rotzooi in mijn hoofd.,89657
695,DGNeree,2288,3096,Sinds ik geen TV meer kijk of kranten lees zit er een hoop minder rotzooi in mijn hoofd.,89657
696,DGNeree,2288,3096,Sinds ik geen TV meer kijk of kranten lees zit er een hoop minder rotzooi in mijn hoofd.,89657
697,viruswaarheid,3269,109,"@viruswaanzin gaat verder als @viruswaarheid
Liefde en Waarheid
Contact: https://t.co/DrqnNCDQoe",2230
698,oakentersagain,2361,402,"Politics, judicial real laws. Exit EU, tweets op basis v Art. 7 gw. Vermeend 'racist.'
By killing free speech the government sees itself, 'in war with you'💥😎",71863
699,CarolineVonhoff,1660,1503,"Vrijheid is eigenaar zijn van jezelf en alles wat je maakt en hebt. Niet meer, niet minder, maar voor collectivisten nog te veel.",23050
