ID,Tweets
1335873924719124481,b'RT @DogsearchN: #Goedemorgen bij zowat elk vermissingsbericht krijgen wij nieuwe #volgers erbij. Dat maakt ons bereik groter. Hartelijk dan\xe2\x80\xa6'
1335872960314429446,"b'#goedemorgen Nederland vanmiddag naar orthopeed voor knieklachten, hopen dat er \xc2\xb4\xc2\xb4iets\xc2\xb4\xc2\xb4 gevonden word, want het vo\xe2\x80\xa6 https://t.co/luXCBPhsJ1'"
1335872578490159104,b'Tja daarom stem 17 maart #pvv #goedemorgen https://t.co/YF5m0bGWgP'
1335872517274296321,b'RT @DogsearchN: #Goedemorgen bij zowat elk vermissingsbericht krijgen wij nieuwe #volgers erbij. Dat maakt ons bereik groter. Hartelijk dan\xe2\x80\xa6'
1335871123473436674,"b'Tja, zakkenvullen wordt steeds moeilijker voor de salon socialisten. #goedemorgen https://t.co/P1j61EeQji'"
1335870672762007552,b'#goedemorgen! Deze week toveren wij onze winkel om van #sinterklaas naar #kerst \xf0\x9f\x8e\x84 @ Bakkerij Koelman https://t.co/POlsheOUYp'
1335869506992959489,b'#goedemorgen. Er staat weer een heerlijk #weekmenu voor je klaar met o.a. #stamppot #lasagne #gewokte #spruitjes me\xe2\x80\xa6 https://t.co/upuwPvfAn8'
1335869042134036483,b'Goede maandag allemaal! We zijn er vandaag weer met een spetterende uitzending van Koffietijd. Met onder andere een\xe2\x80\xa6 https://t.co/8MraPmSUEn'
1335869024010440705,b'Goede morgen!\nJumbo en Plus scoren voorlopig beter dan Lidl en AH. \nHeb jij al gestemd?\n#goedemorgen #supermarkt\xe2\x80\xa6 https://t.co/72KD8wF4XV'
1335867960473346048,b'Tja #goedemorgen 17 maart #DDAY #PVV https://t.co/xZDqVoLuFv'
1335867938436485120,b'RT @Piet_Heyn: #Goedemorgen het is vandaag de Dag van de Vrijwilliger - Waardigheid en trots https://t.co/NNtx2eEW1D'
1335866970386952192,b'Ik stel voor dat 28 februari #Corona gewoon weg is en iedereen weer naar een voetbalstadion kan. Dan speelt #AZ thu\xe2\x80\xa6 https://t.co/iTlYOSF8yU'
1335865638661787648,b'#Goedemorgen het is vandaag de Dag van de Vrijwilliger - Waardigheid en trots https://t.co/NNtx2eEW1D'
1335865317499744262,"b'RT @DierenAmsterdam: Plastic not fantastic #zwerfvuil maakt slachtoffers #Duifje kon nog ""wegvliegen"" met zijn deze ballast, dus nu niet te\xe2\x80\xa6'"
1335864653512122371,b'Deze week goed begonnen met de notificatie dat we vandaag exact 10 jaar aanwezig zijn op Twitter. \xf0\x9f\x8e\x82\xf0\x9f\x8d\xbe Wie had dat oo\xe2\x80\xa6 https://t.co/HUBl3qQwE9'
1335861598125248512,b'ACTIEACTIEACTIE !#Goedemorgen #kerst2020 #kerst https://t.co/ebiP8EaaqR'
1335861277466501121,"b'RT @DierenAmsterdam: Plastic not fantastic #zwerfvuil maakt slachtoffers #Duifje kon nog ""wegvliegen"" met zijn deze ballast, dus nu niet te\xe2\x80\xa6'"
1335860992794910722,b'RT @WA_Ondermij_HRM: Ik heb geen rekening bij ING en stuur dit dan ook niet naar mijn werktelefoon als je enige kans van slagen wil. \xf0\x9f\x99\x84 #phi\xe2\x80\xa6'
1335860438098128896,"b'Goedemorgen allemaal! Het moment dat je wekker nog op thuiswerktijd (8.15 uur) staat, je om 8.30 uur op kantoor moe\xe2\x80\xa6 https://t.co/sNe3JrhYa5'"
1335860161798402053,b'#goedemorgen ondanks het grijze weer maak er toch iets moois van vandaag mensen geniet van de dag \xf0\x9f\x8d\x80\xf0\x9f\x8c\xbb\xf0\x9f\x8c\xb9'
1335860094886703104,"b'RT @DierenAmsterdam: Plastic not fantastic #zwerfvuil maakt slachtoffers #Duifje kon nog ""wegvliegen"" met zijn deze ballast, dus nu niet te\xe2\x80\xa6'"
1335859881295941632,"b'Goedemorgen allemaal,\nMaak er een fijne maandag van. Ik ga lekker genieten van de vechtdal-bol, gekregen van\xe2\x80\xa6 https://t.co/6iSH7e3PNX'"
1335859644267368448,"b'RT @DierenAmsterdam: Plastic not fantastic #zwerfvuil maakt slachtoffers #Duifje kon nog ""wegvliegen"" met zijn deze ballast, dus nu niet te\xe2\x80\xa6'"
1335858916148862977,"b'RT @SytseSchoustra: #Goedemorgen, regen op #Terschelling al 11 mm, 6.9 \xc2\xb0C bij NW 5 Bft, zicht 11 km, golfhoogte Noordzee 1.40 m, zeewater 1\xe2\x80\xa6'"
1335858651035279363,b'Papa (Kasper): Ben je met het verkeerde been uit bed gestapt?\nKleuterdochter: Neehee! Jij bent mijn verkeerde been! #goedemorgen'
1335858627194851331,b'De lekkerste zalm ooit maken!! https://t.co/x2T4KWOQ17 #zalm #eten #food #viseten #vis #watetenwe #maaltijd #avondeten #goedemorgen'
1335857286150057991,"b'#goedemorgen\n#maandag\n.@cdavandaag klopt dit? En wat is er waar van het gerucht dat de slaafse, niet beter wetende\xe2\x80\xa6 https://t.co/ddAWDDSZF0'"
1335856577102876672,"b'Goedemorgen, \n\nDat je leed niet altijd ziet,\nis waar eenzaamheid ontstaat.\nOnzichtbaarheid betekent niet,\ndat het g\xe2\x80\xa6 https://t.co/7WEVOGj5X5'"
1335856345451556868,"b'Het giet van de #regen buiten @Delft, dus ik ga me heerlijk naar binnen richten. #goedemorgen #retraite #kookboek\xe2\x80\xa6 https://t.co/hbYEdpcHjB'"
1335856153444708352,"b'@huisop32 Goedemorgen Debbie! Laten we het inderdaad gezellig en knus houde vandaag. Liefde, aandacht en een lach!\xe2\x80\xa6 https://t.co/smke1bgBA4'"
1335855752980946946,b'Wie is dit? \xf0\x9f\xa4\xa3 tag je maatjes \n.\n.\n.\n.\n.\n#quotes #afvallen #niettedoen #grappig #goedemorgen #Health https://t.co/31jOEb0hqw'
1335855573573754880,b'Domplein vanonder de Domtoren https://t.co/FISUQoBoyH #utrecht #stadsgezicht #winter #domplein #goedemorgen https://t.co/Y6w6Jw7EZu'
1335855421245054976,b'RT @DogsearchN: #Goedemorgen bij zowat elk vermissingsbericht krijgen wij nieuwe #volgers erbij. Dat maakt ons bereik groter. Hartelijk dan\xe2\x80\xa6'
1335855008148049920,b'@VolgerGoede Goedemorgen Wiebe! Maak er een fijne dag en week van. We gaan de dagen van dit ellendige jaar eindelij\xe2\x80\xa6 https://t.co/A5dMm4QXlT'
1335854823745478657,"b'RT @DierenAmsterdam: Plastic not fantastic #zwerfvuil maakt slachtoffers #Duifje kon nog ""wegvliegen"" met zijn deze ballast, dus nu niet te\xe2\x80\xa6'"
1335854484409495552,b'#goedemorgen rokende schoorsteentjes \xf0\x9f\x92\x8b'
1335854443405987840,b'@Tamama0512 Goedemorgen Tamara. Goed idee! Ik maak er complimentendag van. En uiteraard zonder te overdrijven en we\xe2\x80\xa6 https://t.co/ctD9JiboBF'
1335854358077054976,b'Vandaag ben ik dankbaar:\n1. Dat mijn deadline vrijdag pas blijkt te zijn.\n2. Dat ik klaarwakker ben zodra ik achter\xe2\x80\xa6 https://t.co/0Q2uMRYR04'
1335854122457821184,b'#goedemorgen  Koken en bakken is niet zo mijn ding. Maar als er ooit een programma komt met de titel Heel Holland k\xe2\x80\xa6 https://t.co/0ieiDnz1Xu'
1335854064073134081,"b'RT @SytseSchoustra: #Goedemorgen, regen op #Terschelling al 11 mm, 6.9 \xc2\xb0C bij NW 5 Bft, zicht 11 km, golfhoogte Noordzee 1.40 m, zeewater 1\xe2\x80\xa6'"
1335854031571390464,"b'RT @marcomout: #goedemorgen\n\nHugo, de jongen; over misschien ooit minister worden. Van #Transport.\n\n#jeugd\n#onderwijs\n#jeugdzorg\n@cdavandaa\xe2\x80\xa6'"
1335853562811846656,"b'RT @DierenAmsterdam: Plastic not fantastic #zwerfvuil maakt slachtoffers #Duifje kon nog ""wegvliegen"" met zijn deze ballast, dus nu niet te\xe2\x80\xa6'"
1335853274784784384,"b'RT @DierenAmsterdam: Plastic not fantastic #zwerfvuil maakt slachtoffers #Duifje kon nog ""wegvliegen"" met zijn deze ballast, dus nu niet te\xe2\x80\xa6'"
1335852758793121793,"b'#goedemorgen de #AEX opent naar verwachting vlak rond 614/615, de #DAX lijkt licht lager aan de dag te gaan beginne\xe2\x80\xa6 https://t.co/sTNO6rD5DN'"
1335852731660181509,b'#goedemorgen op deze maandagochtend. https://t.co/xQTJAF0Q9U'
1335852603444490243,b'#Goedemorgen Nederland en in het bijzonder de Hindoestanen! Ieder mens heeft een innerlijke kracht en kan tot op ze\xe2\x80\xa6 https://t.co/mG2aVjT6PB'
1335852290813685761,b'#Goedemorgen \xf0\x9f\x8e\xb6 tuig. Is het al #januari?. https://t.co/4OcL5Crz8P'
1335852041218842624,"b'#Goedemorgen, hierbij je wekelijkse herinnering dat het het kapitalisme is wat je haat, en niet de maandagen. Als\xe2\x80\xa6 https://t.co/jhXUTSzy4U'"
1335852038887002113,"b'#Goedemorgen, regen op #Terschelling al 11 mm, 6.9 \xc2\xb0C bij NW 5 Bft, zicht 11 km, golfhoogte Noordzee 1.40 m, zeewat\xe2\x80\xa6 https://t.co/CUmPgsJYPO'"
1335852035397267456,"b'#goedemorgen nederland. Tijd om de keuken te verbouwen. Of in ieder geval, laten verbouwen.'"
1335851963905437696,"b'#goedemorgen\n\nHugo, de jongen; over misschien ooit minister worden. Van #Transport.\n\n#jeugd\n#onderwijs\n#jeugdzorg\xe2\x80\xa6 https://t.co/yOyl40GJRj'"
1335850102813061122,"b'RT @DierenAmsterdam: Plastic not fantastic #zwerfvuil maakt slachtoffers #Duifje kon nog ""wegvliegen"" met zijn deze ballast, dus nu niet te\xe2\x80\xa6'"
1335849818233647105,b'#wolken en #Waddenzee en een vleugje #zon - Balgzand #DenHelder - #Goedemorgen #maandag #landschap\xe2\x80\xa6 https://t.co/vMB9hlHWJf'
1335849519339216896,"b'#goedemorgen ! Allemaal een liefdevolle maandag gewenst! Nieuwe week nieuwe kansen, go for it\xe2\x9d\xa4\xef\xb8\x8f https://t.co/3I7vnKHFun'"
1335849273095700480,"b'Plastic not fantastic #zwerfvuil maakt slachtoffers #Duifje kon nog ""wegvliegen"" met zijn deze ballast, dus nu niet\xe2\x80\xa6 https://t.co/j8bo9NBkUN'"
1335848835533463554,b'@sustainerr @schimmpie @LarsBoelen @JeroenMackaij @yddeb Dat zijn we het over deze stelling oneens terwijl we wel h\xe2\x80\xa6 https://t.co/t5kPC3AYZk'
1335847595403595778,"b'Goedemorgen! Nieuwe week, nieuwe kansen om een boek te lezen \xf0\x9f\x98\x9c Fijne maandag! \xf0\x9f\x93\x96\xf0\x9f\xab\x96\xf0\x9f\x98\x8a#goedemorgen #koffie #thee\xe2\x80\xa6 https://t.co/fyOtSVBeyp'"
1335847267882962945,b'RT @WA_Ondermij_HRM: Ik heb geen rekening bij ING en stuur dit dan ook niet naar mijn werktelefoon als je enige kans van slagen wil. \xf0\x9f\x99\x84 #phi\xe2\x80\xa6'
1335846810527670273,b'Ik heb geen rekening bij ING en stuur dit dan ook niet naar mijn werktelefoon als je enige kans van slagen wil. \xf0\x9f\x99\x84\xe2\x80\xa6 https://t.co/fOSVs9XTC6'
1335846420142809088,b'G O E I E M O R G E N \xf0\x9f\x94\xa5\n\n\xe2\x80\x98A moment of patience in a moment of anger saves you a hundred moments of regret.\xe2\x80\x99\n\nBinnen\xe2\x80\xa6 https://t.co/PRKwjENsQn'
1335846233961885696,"b'@EgbertDijkstra Excuses Egbert, niet Jan! Geen idee waar ik dat vandaan haalde\xf0\x9f\x98\x89#goedemorgen'"
1335845164254965760,"b'Achter de wolken schijnt de zon, maar dan in bomentaal!\xf0\x9f\x91\x87#goedemorgen \n(Met dank aan insta @tippithreadren) https://t.co/6C5uMth2DG'"
1335844796691341314,b'RT @DogsearchN: #Goedemorgen bij zowat elk vermissingsbericht krijgen wij nieuwe #volgers erbij. Dat maakt ons bereik groter. Hartelijk dan\xe2\x80\xa6'
1335844542193364993,b'Wakker worden van de wekker om 6.30 uur. En dan bedenken: hee ik heb vakantie! Dus eerst van alles gedaan. En nu le\xe2\x80\xa6 https://t.co/3fwyAMpKMM'
1335843923122642944,"b'RT @JolandevdGraaf: De trieste zaak van het vermoorde meisje Sharleyne (8), vandaag het hoger beroep tegen haar moeder Helene J. voor het h\xe2\x80\xa6'"
1335843857922191360,b'RT @DogsearchN: #Goedemorgen bij zowat elk vermissingsbericht krijgen wij nieuwe #volgers erbij. Dat maakt ons bereik groter. Hartelijk dan\xe2\x80\xa6'
1335843686459043841,"b'De trieste zaak van het vermoorde meisje Sharleyne (8), vandaag het hoger beroep tegen haar moeder Helene J. voor h\xe2\x80\xa6 https://t.co/fwvydlnbRF'"
1335841252491800576,b'\xf0\x9f\x8c\xa7\xef\xb8\x8f #Goedemorgen! Nederland ligt verscholen onder een flink regengebied: op sommige plaatsen valt vandaag 10-15 mm n\xe2\x80\xa6 https://t.co/uEWAH9dyBO'
1335841230123651072,b'#Goedemorgen bij zowat elk vermissingsbericht krijgen wij nieuwe #volgers erbij. Dat maakt ons bereik groter. Harte\xe2\x80\xa6 https://t.co/Rm52cliedN'
1335840832507744256,"b'#goedemorgen #Twinkle Ze heeft vannacht in haar mandje tussen ons in geslapen, vond ze heerlijk. Straks naar Maastr\xe2\x80\xa6 https://t.co/tYUtNxWOl1'"
1335840456501026816,"b'RT @mafkeezz: Wakker worden van laagvliegende, rondvliegend helikopters \xf0\x9f\x9a\x81 #goedemorgen #Vught #maandag @leiwa68  @WijkAg_Vught_MR #nietnorm\xe2\x80\xa6'"
1335839708505649152,"b'RT @boekenwurmpjes: Goedemorgen alle #basisscholen van Nederland,, willen jullie ook gratis deze leuke boekenwurmpjes, neem dan contact met\xe2\x80\xa6'"
1335839666923315201,"b'Slechtste cadeau dat je kreeg?\n.\nFrank: tijdens Sinterklaasavond, een speelgoed mitrailleur voor een schattig meisj\xe2\x80\xa6 https://t.co/yasjwiRTg3'"
1335838571912187905,"b'#goedemorgen. Het is vies weer buiten, dit op #maandag is een grote uitdaging aan het begin van de week. #succes iedereen.'"
1335838347277824000,b'Ik ga een lekker dagje studeren!\n#goedemorgen #thuisstudie'
1335837798104961024,"b'#Goedemorgen nieuwe week, nieuwe kansen! #thuiswerken steven af op maan 10 \xf0\x9f\xa4\xa8\n#blijfgezond https://t.co/vsRpNIrvMz'"
1335837776454053889,b'Goeiendagschotelantennekabelgootsteenvegerenblikopener zo vroeg op mn vrije dag. Beetje jammer. Ik ga aan de koffie\xe2\x80\xa6 https://t.co/5IIOk5MuzI'
1335836878885572611,"b'Goedemorgen alle #basisscholen van Nederland,, willen jullie ook gratis deze leuke boekenwurmpjes, neem dan contact\xe2\x80\xa6 https://t.co/4mtpKjsje1'"
1335836278194057216,"b'RT @ochtenddeuntjes: Bonjour! #Goedemorgen Wij hebben er zin in, met deze hit (ok\xc3\xa9 het gaat over het einde van een relatie, maar wij gaan g\xe2\x80\xa6'"
1335836249442164737,b'#Goedemorgen \n\n@ Links/progressief Nederland.\n\nZullen we afspreken dat we onze best gaan doen komende drie maanden\xe2\x80\xa6 https://t.co/GxxO11VG6b'
1335836235311566848,"b'Wakker worden van laagvliegende, rondvliegend helikopters \xf0\x9f\x9a\x81 #goedemorgen #Vught #maandag @leiwa68  @WijkAg_Vught_MR #nietnormaal'"
1335834747352862721,b'@EvaUitBrugge Ja daar wil je niet echt op landen lijkt me.....\n#goedemorgen'
1335834563608793090,b'#Goedemorgen eerst maar #koffie'
1335834495874985989,b'Goedemorgen lieve allemaal \xf0\x9f\x98\x98 geniet van jullie maandag \xf0\x9f\x98\x89 #goedemorgen #maandag #kalmaandag #dramaandag #geniet #lach https://t.co/x6FHcJDLKO'
1335834048376279041,"b""Als men zegt 'Gebruik je volle verstand met Kerst' bedoelt men dan net als op Black Friday of als bij feestjes? Bij\xe2\x80\xa6 https://t.co/RTLoiscHfc"""
1335833896383098880,b'Hele goedemorgen #Goedemorgen'
1335833543470157826,"b'En ik ben niet alleen uit m\xe2\x80\x99n bed geklommen, ik zit ook al bijna opgepoetst en wel achter m\xe2\x80\x99n bureau. \n\nMaar eerst\xe2\x80\xa6 https://t.co/0t6kx09bzS'"
1335833434556669952,b'#Goedemorgen! Het #Wakkerwordenliedje voor vandaag is ...\n\nHigh under the moon - Tambourine\nhttps://t.co/xnfZt3iAvv\xe2\x80\xa6 https://t.co/oexYz5Jd50'
1335833418492334084,"b'Bonjour! #Goedemorgen Wij hebben er zin in, met deze hit (ok\xc3\xa9 het gaat over het einde van een relatie, maar wij gaa\xe2\x80\xa6 https://t.co/ZrgYopsAeG'"
1335832895672487936,b'RT @MarianneCramer: #Goedemorgen Het is 7 december. De zon komt vandaag om 8.34 uur op en gaat om 16.28 uur weer onder.'
1335832435704160256,"b'\xe2\x80\x99s nachts even wakker worden, \nje kussen op de koude kant draaien \nen weer verder slapen\nbehoort toch wel de allerb\xe2\x80\xa6 https://t.co/6Wb7oPbmGP'"
1335830249595133952,b'Er is net een peutertje met koude voetjes naast me gaan liggen. En doe voetjes tegen me aan natuurlijk. In eerste i\xe2\x80\xa6 https://t.co/vrwlKDg4L7'
1335830192984633345,"b'Goedemorgen, vandaag lekker een dag vrij op de verjaardag van mijn dochter 12 jaar alweer \xf0\x9f\x8e\x89\xf0\x9f\x8e\x88\xf0\x9f\x8e\x89\xf0\x9f\x8e\x88. \nWat gaat de tijd s\xe2\x80\xa6 https://t.co/QrFN1aEvte'"
1335830147040079879,"b'Goedemorgen, het is vandaag maandag 7 december\nhttps://t.co/1Qz3BN1Goq\n#GoereeOverflakkee #goedemorgen #dagvan\xe2\x80\xa6 https://t.co/r61EedblhM'"
1335830147036049409,b'#Goedemorgen waar is Juupie? https://t.co/9XN9BiqTdF'
1335830064785715201,b'#Goedemorgen..de laatste werkweek van dit jaar \xf0\x9f\x98\x8a'
1335829700933980162,b'#goedemorgennederland #goedemorgen\nEerst #koffie #Coffee en dan stemmen! \xf0\x9f\x91\x87 #Amalia\xf0\x9f\xa5\xb3 https://t.co/UcaffuRkrl'
1335829271336673281,b'Pfff. #Goedemorgen. \nHet valt niet mee om op te staan...\n\nFijne dag! https://t.co/ZrsgDHWPdz'
1335828905291296768,b'Goedemorgen tweeps. Waar is het weekend heen gevlogen?? Een fijne maandag allemaal. #monday #goodmorning\xe2\x80\xa6 https://t.co/WEhvhRB8Dt'
1335828514537431043,"b'@baara_a Leuk om zo op te staan \xf0\x9f\xa4\x97 #goedemorgen Anita, fijne dag\xf0\x9f\xa5\xb0\xf0\x9f\x8e\x84'"
1335827743536242691,"b'@BrigittVB Ja, gezellig\xf0\x9f\x8e\x84\xf0\x9f\x8e\x85\xf0\x9f\x8f\xbc #goedemorgen'"
1335826856226983936,"b""#Goedemorgen! Het is weer maandag. \n\n2 glutenvrije lolly's alsjeblieft. https://t.co/Mi1vQGJXLW"""
1335826624021889024,b'#Goedemorgen\nCorona of geen corona.\nHet blijft verstandig om uit de buurt te blijven van bepaalde mensen.'
1335826374280548353,"b'#goedemorgen Afstand nemen van wat je denkt wat andere van je verwachten, brengt je dichter bij jezelf! Fijne dag V\xe2\x80\xa6 https://t.co/d3UFBHbolH'"
1335826052283817995,"b'#goedemorgen Vandaag is de allereerste dag om @MissMontreal met haar prachtige versie van ""Door de wind"" hoog in de\xe2\x80\xa6 https://t.co/tYzwAzE1zF'"
1335825418612563969,b'#Goedemorgen \n#Goodmorning \nWens je ondanks de regen een mooie maandag!\xf0\x9f\xa4\x97\n\xe2\x9d\xa4\xe2\x98\x94\xe2\x9d\xa4\xe2\x98\x94\xe2\x9d\xa4\xe2\x98\x94\xe2\x9d\xa4#I #Cant #Stand #The #Rain\xe2\x80\xa6 https://t.co/1104DjBixo'
1335824985915416578,"b'Het is weer maandag,\xf0\x9f\xa4\x97begin van een nieuwe week. #goedemorgen\xf0\x9f\xa5\xb0Geniet ervan lieverds\xf0\x9f\xa4\x97\xf0\x9f\x92\x83\xf0\x9f\x98\x8d\xe2\x98\x95\xf0\x9f\x8e\x84\xf0\x9f\x8d\x80\xe2\x9d\xa4\xf0\x9f\x98\x98\xf0\x9f\x92\x8b\xf0\x9f\x91\x87\xf0\x9f\x91\x87 https://t.co/BT20gPTU4E'"
1335824308686499840,b'#goedemorgen na 2 weken vrij te zijn geweest kan ik weer aan de arbeid dat wordt wennen #MondayMorning'
1335823970000654337,b'DAG 267 #coronamorningsong om de dag mee te beginnen \xf0\x9f\xa6\xa0\xf0\x9f\x8e\xb6   \n\nTHE WAY IT IS van Bruce Hornsby\xe2\x80\xa6 https://t.co/MN6jBnP2YT'
1335823688063725568,b'#goedemorgen (nieuwe)volgers het is maandag 07 december 2020. Uitzicht vanaf #Katendrecht op het\xe2\x80\xa6 https://t.co/ZroEIT8vVe'
1335822948901531650,"b'Wordt nu wel weer echt Spartaans, dat opstaan. \n\nVolhouden, straks is het weer voorbij #goedemorgen'"
1335821181124042752,b'Ik zal dan maar eens opstaan. #Goedemorgen'
1335820118832656395,b'Na een weekje pauze is \xe2\x80\x98t toch wel erg lekker om weer terug te zijn \xf0\x9f\x92\xaa\xf0\x9f\x8f\xbb #krachttraining #goedemorgen https://t.co/dhwDwL3GUv'
1335818450439172098,b'#Goedemorgen Het is 7 december. De zon komt vandaag om 8.34 uur op en gaat om 16.28 uur weer onder.'
1335816727372967936,b'#goedemorgen mooi begin vd dag #benice #belikeable https://t.co/EyenjEhEOo'
1335811594857697281,"b'het #weer vandaag : de max windsnelheid 8 Kph, wind richting: Southeast,temperatuur max 6 C\xc2\xb0 #goedemorgen'"
1335809315748372481,b'#Goedemorgen \n\nEn op het moment dat ik dit typ hoor ik: \xe2\x80\x9cMamamaa\xe2\x80\x9d \n\nIk kom eraan lief meisje\xf0\x9f\x92\x96'
1335802739851468800,b'Zo diep slapen dat je elk besef van plaats en tijd verliest. Ik kan dat \xf0\x9f\x98\x85 #goedemorgen'
1335798233029722112,b'#GOEDEMORGEN \xe2\x80\xa2 Het brood komt uit de rijs kast en is klaar om de oven in te gaan. Zien we u straks? https://t.co/nfCpcY3cxo'
1335794854396391424,"b'\xe2\x80\x9cJe moet niet verlangen dat de dingen gebeuren zoals jij wilt dat ze gebeuren, maar je moet de dingen willen zoals\xe2\x80\xa6 https://t.co/SFyI1jN15O'"
1335788719379517441,"b'#goedemorgen , opstarten met koffie \xe2\x98\x95\xef\xb8\x8f'"
1335787712561950720,"b'#goedemorgen  is mijn bui over, regent het. Fijne start van deze nieuwe week allemaal.'"
1335787129075617792,b'Goede morgen volgers het is weer #maandag \xf0\x9f\xa6\x8b en het is weer #koffietijd want koffie in de morgen is een dag zonder z\xe2\x80\xa6 https://t.co/nsuZN3LALI'
1335730691703623680,b'#goedemorgen deze heerlijke morgen https://t.co/G4fie2u6al'
1335701643543908359,b'#Thegreatreset #vaccin #PCRTest #PCRGATE #ikvaccineerniet #ikvaccineer \n#goedemorgen \nZwitserland \xf0\x9f\x92\xa5\xf0\x9f\x92\x89\xf0\x9f\x92\x89keurt 3 vaccin\xe2\x80\xa6 https://t.co/PHoow4dRyc'
1335696499301376000,b'RT @kasteelrs: Een #goedemorgen met een prachtig kijkje @kasteelrs @glk\n &gt; De kasteelmedewerkers en vrijwilligers dansen in kostuum op #Jer\xe2\x80\xa6'
1335683264699359235,b'RT @POL_DBU: #SundayMorningPhoto \xf0\x9f\x91\xae\xf0\x9f\x8f\xbc\xe2\x80\x8d\xe2\x99\x82\xef\xb8\x8f\xf0\x9f\x93\xb8\n\n#Goedemorgen volgers!\n\nEen foto gemaakt in de gemeente #Zwijndrecht... maar waar? Wij zijn benieuw\xe2\x80\xa6'
1335682655866802176,"b'RT @BuienRadarNL: #Goedemorgen!\nZoals de satellietfoto al laat zien, is op veel plaatsen de #zon verscholen achter een wolkendek\xf0\x9f\x8c\xa5. Dit hebb\xe2\x80\xa6'"
1335653046966214665,b'RT @kasteelrs: Een #goedemorgen met een prachtig kijkje @kasteelrs @glk\n &gt; De kasteelmedewerkers en vrijwilligers dansen in kostuum op #Jer\xe2\x80\xa6'
1335647506865266700,b'RT @kasteelrs: Een #goedemorgen met een prachtig kijkje @kasteelrs @glk\n &gt; De kasteelmedewerkers en vrijwilligers dansen in kostuum op #Jer\xe2\x80\xa6'
1335594546957324303,"b'RT @LisetteOpTexel: Texel, met de minuut mooier!!\n\nEindeloos #genieten van horizon rondom.\n\n#mogge #goedemorgen #zondag #goedemorgennederla\xe2\x80\xa6'"
1335594416455741447,b'RT @LisetteOpTexel: Buiten spelen in de snel optrekkende mist maar ZO heerlijk koud dat het knispert! #eindelijk \n\nHebben jullie al natte s\xe2\x80\xa6'
1335585175812632576,b'RT @gijs19054075: En terecht. Buiten #Amsterdam #Zwartepiet overal te zien #feit #goedemorgen'
1335567551686963201,b'RT @ontdekdenhelder: #winter ook in #DenHelder begonnen - #Goedemorgen #zondag  #Ijs #Frozen #WinterIsComing #WinterIsHere #ice #sundayvibe\xe2\x80\xa6'
1335566434462789632,b'RT @POL_DBU: #SundayMorningPhoto \xf0\x9f\x91\xae\xf0\x9f\x8f\xbc\xe2\x80\x8d\xe2\x99\x82\xef\xb8\x8f\xf0\x9f\x93\xb8\n\n#Goedemorgen volgers!\n\nEen foto gemaakt in de gemeente #Zwijndrecht... maar waar? Wij zijn benieuw\xe2\x80\xa6'
1335565806973882374,"b'RT @BuienRadarNL: #Goedemorgen!\nZoals de satellietfoto al laat zien, is op veel plaatsen de #zon verscholen achter een wolkendek\xf0\x9f\x8c\xa5. Dit hebb\xe2\x80\xa6'"
1335562605985980417,b'RT @LisetteOpTexel: Buiten spelen in de snel optrekkende mist maar ZO heerlijk koud dat het knispert! #eindelijk \n\nHebben jullie al natte s\xe2\x80\xa6'
1335561353436794880,"b'RT @gijs19054075: Nee, inderdaad, stem #PVV 17 maart #goedemorgen  en daar is het linkse kartel bang voor. https://t.co/7HgSl1un0A'"
1335554826550251522,"b'RT @gijs19054075: Tja de #groenegolf van vaste lasten verhogingen, meer #kanspareltjes , meer steek en schiet festivals , meer #Islam en #m\xe2\x80\xa6'"
1335554478951583745,"b'RT @gijs19054075: Wie gaat dat betalen , wie heeft zoveel geld ? Tja, communisten , socialisten, terroristen , islamisten en  moslimbroeder\xe2\x80\xa6'"
1335552708892368896,"b'RT @Vrije_Bond: 1/5 #Goedemorgen, we hopen dat de sinterklaasvierders een fijne sinterklaas hebben gehad.'"
1335552020028198914,b'Rondje wandelen over De Bikkels #jeneverbes #Vlierden Chapeau voor de #mountainbikers! #Goedemorgen https://t.co/UkG967AZrN'
1335550560012001280,"b'Ik wil dit tafereel aanmelden voor #Unesco world heritage.\n\nHet is gewoon een gedicht \xf0\x9f\xa5\xb0\n#goedemorgen,\xe2\x80\xa6 https://t.co/VUD4p85PNl'"
1335544235009990663,b'#goedemorgen iedereen (en al mijn links-extremistische racistische volgers).\n\nIedereen die vandaag nog zegt dat zwa\xe2\x80\xa6 https://t.co/SDYv8X0oOI'
1335541349198798849,"b""Het komt vast goed. \nEven volhouden nog. \nDoe het voor de zorg. \nSamen kunnen we corona aan. \n\nIk hoor de mantra's\xe2\x80\xa6 https://t.co/klxoxCtznE"""
1335540324442238982,b'RT @BalkMaarten: [POLL] #AZ heeft Arne #Slot terecht ontslagen! @AZAlkmaar @Feyenoord #poll #azgro #feyher #trainer #dtv #eredivisie #Europ\xe2\x80\xa6'
1335540064336666624,b'RT @Marathonkeje: DAG 266 #coronamorningsong om de dag mee te beginnen \xf0\x9f\xa6\xa0\xf0\x9f\x8e\xb6   \n\nHELLO SUNDAY van Ryan Shepherd feat. Caitlyn Scarlett\n\nhttps:\xe2\x80\xa6'
1335538710763491333,"b'#goedemorgen Ik wens iedereen een fijne 2de #Advent  en mocht je vandaag de boom op gaan tuigen, kijk uit met kaars\xe2\x80\xa6 https://t.co/2B9P6jboih'"
